rank_final,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,score_final,similitud_embed,similitud_tfidf,rank_embed,rank_tfidf
1,opcionempleo::20118,opcionempleo,Desarrollador Full Stack Junior (Presencial),Julio Bellone Y Asociados,Desarrollador Full Stack,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar2ba2b83b9c20118c1bd03e8ae68c55c0,0.7783549870895764,0.61031574,0.0486663107408007,1,433
2,opcionempleo::jobadar13e060fd6191c59dc66dcf7d1dc20ea4,opcionempleo,Senior Data Analytics Engineer,MercadoLibre,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar13e060fd6191c59dc66dcf7d1dc20ea4,0.7637686247450534,0.48839328,0.1339425519203413,15,14
3,opcionempleo::09989604,opcionempleo,Sr Software Engineer -Platform Services (Mysql),MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6d2b8144cb09989604e325f733091be1,0.7315845098862608,0.55269396,0.0642012147584788,5,199
4,bumeran::1118385278,bumeran,Programador/a JAVA Senior – APIs,David Rochwarger,Software Engineer,CABA,Híbrido,https://www.bumeran.com.ar/empleos/programador-a-java-senior--apis-david-rochwarger-1118385278.html,0.716075133115619,0.5726543,0.0391242951423074,2,611
5,opcionempleo::jobadar9aeb25fb081ab875c42ccd7589e906fe,opcionempleo,Desarrollador Full Stack,Itrio,Desarrollador Full Stack,Mendoza,,https://www.opcionempleo.com.ar/jobad/ar9aeb25fb081ab875c42ccd7589e906fe,0.6880855051617716,0.5655371,0.0272467632952338,4,803
6,linkedin::4450163523,linkedin,Analista de datos y control presupuestario,Scienza Argentina,Data Analyst,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4450163523,0.6786167017009781,0.35233214,0.1863301081978283,248,1
7,opcionempleo::546254,opcionempleo,Senior Bi & Data Analyst — Ai Dashboards On Aws Quicksight,MaxIT Consulting - Max Corporate Group,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar546254a103664e010186e6810154a59f,0.6768357956869661,0.56768847,0.0185949715663605,3,960
8,opcionempleo::2336868,opcionempleo,Cyber Security Software Engineer - Incident Response & Risk,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0daee0c2ba10b38d6521e2336868f983,0.6755437418928165,0.523095,0.0522960640699201,7,368
9,opcionempleo::20135,opcionempleo,Sr Software Engineer - It Taxes,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar20135e36bde876350b19e956b6a3229f,0.6678175005838716,0.497409,0.067371484041299,13,167
10,opcionempleo::9613396084,opcionempleo,Desarrollador Senior NoSQL MongoDB + Backend C# (Villa Crespo),Cognit Labs,Desarrollador Backend,"Villa Crespo, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar85debc3595b25c141f55c9613396084f,0.6632187251196149,0.5065063,0.057476271475638,9,285
11,opcionempleo::95642,opcionempleo,Data Analyst / Bi Developer Ssr Con Ai – Aws Quicksight,MaxIT Consulting - Max Corporate Group,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9a255c95a0900afcd925cba95642b0a4,0.6576754655689366,0.5499842,0.0203929204200731,6,923
12,opcionempleo::5658095,opcionempleo,Data Analyst Senior (Buenos Aires),KPMG,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard712a5658095c38ba5bf50cb44ed648f,0.6542309745402562,0.51263666,0.0471506941341127,8,466
13,linkedin::4454317091,linkedin,Risk Data Science,Prex,Data Scientist,Argentina,,https://www.linkedin.com/jobs/view/4454317091,0.6414938922205565,0.4612639,0.078988658221018,22,101
14,opcionempleo::63327,opcionempleo,Ingeniero tecnico funcional Microsoft Fabric y Power BI (San Nicolás),C\u0026S informatica,Ingeniero de Datos,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar64b46b6617c9e63327af816e80bd3b5f,0.6393637029880824,0.47185493,0.0694709322940197,20,153
15,opcionempleo::44555,opcionempleo,Sr Software Engineer Genai Security,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbfe44555b97ab2fd38b0499adf5e1dbd,0.6335803341102633,0.50079304,0.0434884129245225,12,531
16,opcionempleo::jobadar26adbf50e89aafa45a9cbfc49bfb5e32,opcionempleo,Data Scientist Ssr/Sr - Id,Werben HR,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar26adbf50e89aafa45a9cbfc49bfb5e32,0.6273251667070892,0.4873848,0.0499777685320231,17,411
17,opcionempleo::jobadar80a0bd463eb083e3eda0e2c61bbaee42,opcionempleo,Data Scientist Project Leader - It Fraude,MercadoLibre,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar80a0bd463eb083e3eda0e2c61bbaee42,0.6243271428656149,0.49008703,0.0460248813342646,14,489
18,opcionempleo::4940758884,opcionempleo,Senior Backend Software Engineer- Search Ads Core - It,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar2cc646ed4940758884ad61beb6007524,0.6242721766134619,0.5021702,0.0366415542293323,10,644
19,opcionempleo::jobadar016c169e75b7074c3dda9bb42c1fd05d,opcionempleo,Sr Software Engineer Backend- Search Ads Core,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar016c169e75b7074c3dda9bb42c1fd05d,0.6223849034728053,0.5011151,0.0362857373971436,11,652
20,opcionempleo::jobadar7b9a1bedcb19ec124cbbda1590bd6070,opcionempleo,Software Engineer,ITR,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7b9a1bedcb19ec124cbbda1590bd6070,0.6169031167087472,0.45881882,0.0656071658944083,23,185
21,opcionempleo::jobadar3fc49daa4d6fec20bd658dc899a4fa41,opcionempleo,Senior Data Scientist Engineer - Prevención De Fraude It,MercadoLibre,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar3fc49daa4d6fec20bd658dc899a4fa41,0.6136050428773615,0.487861,0.04108774143529,16,577
22,opcionempleo::jobadar8f16f26e238e677a3a3fe37a837c49d9,opcionempleo,Ingeniero/a Logístico/a (Rosario),Grupo Gestión,Ingeniero de Datos,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar8f16f26e238e677a3a3fe37a837c49d9,0.6040264733274775,0.3381053,0.151009913346332,301,8
23,opcionempleo::2520428,opcionempleo,Ingeniero de Proceso (req209393) - Eventual (Bahía Blanca),Manpower,Ingeniero de Datos,"Bahía Blanca, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar0e61db8dba2beb4405a8c2520428d454,0.6027358682881849,0.3611393,0.1323860755890183,213,15
24,opcionempleo::66421,opcionempleo,Ingeniero Mecánico de Proyecto (req209389) - Eventual (Bahía Blanca),Manpower,Ingeniero de Datos,"Bahía Blanca, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arb1c3f66421fb6d8b7127e23ee99cec7d,0.6027038020205758,0.4225548,0.0848467559722271,55,85
25,linkedin::4453469275,linkedin,Data Scientist,Grupo Petersen,Machine Learning Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4453469275,0.5979184564621567,0.42694256,0.0784796068241757,52,106
26,getonboard::operations-manager-colectivo23-lima,getonboard,Operations Manager: Sector Educación & Innovación,,Data Analyst,Peru,Híbrido,https://www.getonbrd.com/jobs/operations-manager-colectivo23-lima,0.5947609503380892,0.44432586,0.0630683879794809,35,211
27,opcionempleo::jobadar1ded5177ae30cace51adc1af7e9c09c4,opcionempleo,Sr Software Engineer Platform Services Mysql Buenos Aires,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar1ded5177ae30cace51adc1af7e9c09c4,0.5930291759786697,0.4414768,0.0641972035133661,37,200
28,jobrapido::5659524548920344576,jobrapido,Desarrollador Full Stack Senior (San Nicolás),C&S informática,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/5659524548920344576?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53035996%252Fdesarrollador-full-stack-senior-san-nicolas&w=Python&p=5,0.5925086192496088,0.36015236,0.1267975588508529,220,16
29,opcionempleo::jobadarefad740f9b9bccf65b7939e5a047ddd1,opcionempleo,Sr Software Engineer Platform Services Mysql Buenos Aires (Argentina),MercadoLibre,Software Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/arefad740f9b9bccf65b7939e5a047ddd1,0.5924716984262594,0.44106463,0.0641698649054346,38,201
30,linkedin::4426875646,linkedin,FP&A Data Analyst,Elevva,Data Analyst,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4426875646,0.5920509072448998,0.37217796,0.117208630213964,168,25
31,jobrapido::6698011838245765120,jobrapido,Backend/Full-stack Developer (Rosario),Carlo Ratti Associati,Desarrollador Full Stack,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/6698011838245765120?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52561530%252Fbackend-full-stack-developer-rosario&w=Python&p=4,0.5906644840419739,0.44805148,0.0576414237596997,28,282
32,opcionempleo::36078254,opcionempleo,Data Scientist SSR/SR,Werben HR,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar36078254c9c5993a9216724233cbdc5f,0.5867846269184885,0.45502803,0.0498336329452735,25,415
33,jobrapido::8358661424280502272,jobrapido,Desarrollador Full Stack SSR Proyecto en Munro,Yel,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/8358661424280502272?redirectTo=https%253A%252F%252Fyel.pandape.computrabajo.com%252FDetail%252F13353959%253Fov%253D6%2526utm_source%253Djobrapido%2526utm_medium%253Dreferral%2526utm_campaign%253Dfeed%2526utm_term%253Dorganic%2526utm_content%253Dats&w=Python&p=2,0.5833465917565072,0.4245547,0.0712765904201902,54,139
34,opcionempleo::735267,opcionempleo,Senior Data Scientist | Ml/Dl & Cloud Mlops (Remote),MaxIT Consulting - Max Corporate Group,Data Scientist,Mendoza,,https://www.opcionempleo.com.ar/jobad/arcc358c735267a81d7c5f14ffdf65b250,0.5832385098280864,0.4382656,0.0606008393218522,39,246
35,jobrapido::2103377389739311104,jobrapido,Desarrollador/a Full Stack Semi Senior Mendoza (Argentina),Importante empresa del sector,Desarrollador Full Stack,Mendoza,,https://ar.jobrapido.com/jobpreview/2103377389739311104?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52841903%252Fdesarrollador-a-full-stack-semi-senior-mendoza-argentina&w=Python&p=5,0.5822588984144828,0.4372351,0.0607897376021066,40,241
36,opcionempleo::jobadar33f9500bf41a29bc57ddcc63ec2ccff8,opcionempleo,Data Analyst Senior,KPMG,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar33f9500bf41a29bc57ddcc63ec2ccff8,0.5776691102528918,0.42198026,0.0697422423542841,56,150
37,opcionempleo::54118731,opcionempleo,Desarrollador Backend Senior (Node.Js),C&S Informática,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar54118731a8df8e57b48ddda67f58e749,0.5765461637480511,0.47778562,0.0258661457330723,19,824
38,linkedin::4451971903,linkedin,Software Developer Java,PAGOS360,Software Engineer,"Córdoba, Córdoba, Argentina",,https://www.linkedin.com/jobs/view/4451971903,0.5749953851880811,0.45237616,0.0445631788018603,27,515
39,opcionempleo::jobadar742e22f0d73e576d6925ab2a34b65d71,opcionempleo,Ingeniero industrial JR. (Rosario),Consultores de Empresas,Ingeniero de Datos,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar742e22f0d73e576d6925ab2a34b65d71,0.5722054613302312,0.28984624,0.1685856590336578,572,5
40,opcionempleo::34559,opcionempleo,BI Data Analyst Junior Permanente,Manpower,Data Analyst,"Quilmes, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar8ed34559e366d0fad674aec0a2bf4ee5,0.5696033109875943,0.38798502,0.0910359235747252,111,58
41,opcionempleo::jobadare7dc4df085b8400a0e7e0592cb36cf4b,opcionempleo,Software Engineer III Full Stack (Buenos Aires),Emergencias,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are7dc4df085b8400a0e7e0592cb36cf4b,0.5676173673154689,0.4548648,0.0380551380732573,26,626
42,opcionempleo::81508,opcionempleo,Ingeniero/a de Datos SSR/SR (Buenos Aires),Idearhumano,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar93a29a81508bff0c802baaea38c6ee35,0.5674088886760236,0.41190287,0.0711668577330893,66,140
43,opcionempleo::82491,opcionempleo,Ingeniero de Microsoft 365/Teams Senior (San Nicolás),C&S Informática,Ingeniero de Datos,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arac82491b3be93bfbcf9721a77f2ba110,0.5644374354434756,0.4290598,0.0560463470982295,47,308
44,opcionempleo::525584,opcionempleo,Sr Software Engineer Genai Security Buenos Aires,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar525584c4c16e8ed6f074ddd8954774b6,0.5641592590007639,0.44493556,0.0435899194159419,32,526
45,jobrapido::7449225601413545984,jobrapido,Desarrollador Full Stack (Rosario),PRIMARY,Desarrollador Full Stack,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/7449225601413545984?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53371818%252Fdesarrollador-full-stack-rosario&w=Python&p=3,0.5633226514793561,0.40900952,0.0708675843314192,72,142
46,opcionempleo::061979,opcionempleo,Data AI Engineer (Buenos Aires),Biwares,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar167d2013d061979cef270e52a156c4f8,0.5610332251431285,0.47905657,0.0152476737888561,18,1035
47,opcionempleo::8583821476,opcionempleo,Machine Learning Engineer / Data Scientist (Semi-Senior – Senior) (Remote),GreenCode,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbe3979b120daea8583821476a22eac1f,0.5606982184119548,0.43068182,0.0524689022580626,45,364
48,opcionempleo::97085,opcionempleo,Ingeniero de Microsoft 365/Teams Senior (San Nicolás),C\u0026S informatica,Ingeniero de Datos,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arc6c6b97085bac575c24470de93c565d5,0.5602287901672679,0.42860234,0.0537863094183627,48,338
49,opcionempleo::jobadarc595ec9a43ca537f704a105f07f1a152,opcionempleo,Ingeniero De Datos (Sr) – Informatica Cloud / Cloudera / Python (Híbrido),Talent Connect,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc595ec9a43ca537f704a105f07f1a152,0.5571858723364793,0.4050405,0.0701270035397453,76,146
50,opcionempleo::9221579,opcionempleo,"Senior Software Engineer – Node, Credit Experience",Jobtailor,Software Engineer,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar6c0e24aa00daae706f9221579f4005a9,0.5531240166858671,0.47033143,0.0170862193191589,21,996
51,opcionempleo::jobadar27a7b20c14db4ac9f1a6b6abd506e63d,opcionempleo,Data Scientist (Sr) - Especialista En Machine Learning Y Cloud Mlops,MaxIT Consulting - Max Corporate Group,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar27a7b20c14db4ac9f1a6b6abd506e63d,0.5528461124823172,0.4160816,0.0588886769950797,61,265
52,opcionempleo::jobadareb24a90f59f413ec54c67e4fc1abadcf,opcionempleo,Desarrollador Full Stack Mendoza,Itrio,Desarrollador Full Stack,Mendoza,,https://www.opcionempleo.com.ar/jobad/areb24a90f59f413ec54c67e4fc1abadcf,0.5524275850678987,0.45643985,0.0274020854428167,24,801
53,opcionempleo::jobadar641ad2f38d40eeac8ec7cc7492d5a14c,opcionempleo,Data Scientist Project Leader - IT Fraude,MercadoLibre,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar641ad2f38d40eeac8ec7cc7492d5a14c,0.5506715281786699,0.43107042,0.0459406474021908,44,491
54,linkedin::4458562126,linkedin,Senior AI Platform Engineer - Personal Pay,Personal,NLP Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4458562126,0.5470992124793369,0.42490864,0.0484894738434348,53,437
55,getonboard::security-software-engineer-fintech-vita-solutions-spa-santiago,getonboard,Security Software Engineer – FinTech,,Software Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/security-software-engineer-fintech-vita-solutions-spa-santiago,0.5469514155609932,0.40300056,0.0653487544234398,82,190
56,opcionempleo::5427077094,opcionempleo,Data Scientist (Ssr) - Python / Llms / Hugging Face... (Buenos Aires),Talent Connect,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar86e5427077094d2bf6d4a649ec8b50b2,0.5467057980338876,0.43584538,0.0397829709782478,41,603
57,opcionempleo::jobadarba1427a84bfb9fdf9d7b38a3e54b40b7,opcionempleo,LT Data Integration Engineer + Inglés (Buenos Aires),Join ready,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arba1427a84bfb9fdf9d7b38a3e54b40b7,0.5462398977287485,0.4450788,0.032349367675964,31,710
58,opcionempleo::6262861,opcionempleo,Ingeniero de Microsoft Teams/365 Senior (San Nicolás),C\u0026S informatica,Ingeniero de Datos,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ara2a89a6262861a45fb06190365adb2c6,0.543858137695789,0.41536957,0.0538571660888082,62,336
59,opcionempleo::jobadar8995caf3a027c3ef04e1615efc451ae7,opcionempleo,"Technical Leader | PERL, Python o PHP (Comuna 1)",HnPatagonia,Python Developer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar8995caf3a027c3ef04e1615efc451ae7,0.5437182154820392,0.4436072,0.0319217802984162,36,725
60,linkedin::4328039738,linkedin,"Data Eng, Migration & Governance",Accenture Argentina,Ingeniero de Datos,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4328039738,0.5433316110911548,0.4119022,0.0562129703447677,67,306
61,jobrapido::2045850529057210368,jobrapido,Desarrollador Full Stack Junior Presencial Córdoba (Argentina),Julio Bellone y asociados,Desarrollador Full Stack,Córdoba,,https://ar.jobrapido.com/jobpreview/2045850529057210368?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53274858%252Fdesarrollador-full-stack-junior-presencial-cordoba-argentina&w=Python&p=5,0.5424232130682516,0.4043542,0.0614889257835627,77,234
62,opcionempleo::16151,opcionempleo,Software Engineer Ios - Demanda - Marketplace,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7cadb181e0f87dee77b16151b5f7713f,0.542414206071801,0.41965407,0.0496452663534278,57,418
63,opcionempleo::641035,opcionempleo,Ingeniero De Producto/Proyectos (Buenos Aires),Gabriela Pipman \u0026 Asociados,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar41bf641035b12124370e2a213be90030,0.5421702322589355,0.3701105,0.0878273938920024,175,66
64,opcionempleo::jobadar5aa4dc6ce1fa91fd617f352d37da36c3,opcionempleo,Senior Data Scientist Engineer - Prevención de Fraude IT,MercadoLibre,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar5aa4dc6ce1fa91fd617f352d37da36c3,0.5414696504655735,0.4305563,0.0406231511550707,46,589
65,opcionempleo::032975,opcionempleo,Sr Software Engineer Backend Search Ads Core Buenos Aires (Argentina),MercadoLibre,Software Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar6a4c62f7dad31e6f032975a55b047e16,0.5409129835019002,0.4353789,0.036545984303919,43,649
66,opcionempleo::55972,opcionempleo,Sr Software Engineer Backend Search Ads Core Buenos Aires,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar55972d779eed57260636cecf536a11fb,0.5408015105099604,0.43555078,0.0363437585889409,42,650
67,opcionempleo::jobadara533a73c6b1adb830f0c734faa6c65d3,opcionempleo,Data Analyst (Product Mapping) + Data Engineer),Adecco,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara533a73c6b1adb830f0c734faa6c65d3,0.5404090430675367,0.4463318,0.0277583301281487,29,792
68,opcionempleo::93573,opcionempleo,Desarrollador Full Stack Junior (Presencial),Bellone Asociados,Desarrollador Full Stack,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar4205dd1dded93573b31b91ae52349173,0.5393432666676929,0.41873154,0.0484516997535505,59,438
69,opcionempleo::835179,opcionempleo,Senior Software Engineer Fullstack,Bunker Db,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar835179d64ec2e2f888d6b0f8c70915ae,0.5387140255213776,0.39456996,0.0667555699575189,92,171
70,linkedin::4465373097,linkedin,Analista de datos,NergisTalent,Data Analyst,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4465373097,0.538469237816888,0.3664561,0.0883562469340416,192,65
71,opcionempleo::791016,opcionempleo,Senior Software Engineer Fullstack (Buenos Aires),Bunker db,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar1e791016a74cbbc7bdd49d484f450ffc,0.5382895532982872,0.39446777,0.0665709982216834,93,174
72,opcionempleo::28425,opcionempleo,Data Scientist Sr,Fyg | For Your Growth,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9732c3dec28425def360a99fdcb3cc4e,0.5378191773062705,0.4121618,0.0525883337829862,65,362
73,jobrapido::1532492054741909504,jobrapido,Desarrollador Full Stack Junior (Presencial) (Córdoba),Julio Bellone y asociados,Desarrollador Full Stack,Córdoba,,https://ar.jobrapido.com/jobpreview/1532492054741909504?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52811273%252Fdesarrollador-full-stack-junior-presencial-cordoba&w=Python&p=5,0.5372602282558602,0.40179408,0.0602630518939648,84,250
74,opcionempleo::jobadar65b0ce545ef4656b23e7313c0d75c7bb,opcionempleo,Ingeniero/a Mecánico Rosario Y Bahía Blanca 3 Eventual,Manpower,Ingeniero de Datos,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar65b0ce545ef4656b23e7313c0d75c7bb,0.5370427518140817,0.3641409,0.0892616103020478,200,62
75,opcionempleo::07089,opcionempleo,Ingeniero mecánico (Rosario),Adecco,Ingeniero de Datos,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar8649f5b0d416be29eda0fbce07089ae2,0.5365953815032913,0.39411533,0.0657914431390513,94,182
76,linkedin::4463026530,linkedin,Vendor Data Analyst (eventual),Randstad Argentina,Data Analyst,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4463026530,0.5354813142303183,0.3724402,0.0818703309764747,166,91
77,getonboard::business-analyst-data-science-dsac-chile-santiago,getonboard,Business Analyst,,Data Analyst,Chile,Híbrido,https://www.getonbrd.com/jobs/business-analyst-data-science-dsac-chile-santiago,0.5348669797192815,0.41632104,0.0475365677260408,60,458
78,linkedin::4464383379,linkedin,AI Tax Transformation Analyst,Despegar,Data Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4464383379,0.532258316176185,0.42790025,0.0369570704708581,50,642
79,opcionempleo::jobadar228ff92dc83a739b52ef8e53c4db0f4f,opcionempleo,Ingeniero Industrial JR - Imporatnte Empresa en Microcentro (San Nicolás),C\u0026S informatica,Ingeniero de Datos,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar228ff92dc83a739b52ef8e53c4db0f4f,0.5316578402011386,0.4036885,0.0553176250844837,80,322
80,opcionempleo::jobadarbcca1754b91cc86f1a10c9a254f6d615,opcionempleo,Senior AI Engineer – Azure OpenAI / Semantic Kernel / Python (Híbrido) (Buenos Aires),Talent Connect,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbcca1754b91cc86f1a10c9a254f6d615,0.5306860282631777,0.44595432,0.0220114321142925,30,899
81,getonboard::solutions-architect-senior-ai-track-factor-it-bogota,getonboard,Solutions Architect Senior + AI Track,,Machine Learning,Colombia,Híbrido,https://www.getonbrd.com/jobs/solutions-architect-senior-ai-track-factor-it-bogota,0.5304496433006477,0.3707826,0.0800277036790731,173,96
82,opcionempleo::jobadar93af691d2f69c6de7698bbb05c0bb39f,opcionempleo,Desarrollador/a Backend Ssr,Cosys Global,Desarrollador Backend,Argentina,,https://www.opcionempleo.com.ar/jobad/ar93af691d2f69c6de7698bbb05c0bb39f,0.53028655708027,0.4123583,0.0477577814561134,64,453
83,opcionempleo::jobadar53deee0dd82b5623ecdee884e1a03d77,opcionempleo,Desarrollador Full Stack Junior Presencial,Bellone Asociados,Desarrollador Full Stack,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar53deee0dd82b5623ecdee884e1a03d77,0.5267416844797557,0.40833306,0.0486705342088681,73,431
84,opcionempleo::34857,opcionempleo,Software Engineer (Arquitecto de Software) Senior (San Nicolás),C\u0026S informatica,Software Engineer,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar93c1ca34857dc731675955f5bd3ced30,0.5267132898300632,0.40092865,0.0543819592612896,86,331
85,opcionempleo::jobadara7cb0983c09f5123d141fc4a6a7c860b,opcionempleo,Data Scientist Project Leader - IT Fraude (Buenos Aires),MercadoLibre,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara7cb0983c09f5123d141fc4a6a7c860b,0.5260239823064534,0.4114085,0.0458451894879088,70,496
86,opcionempleo::862538,opcionempleo,Data Scientist / Ai Engineer,hiberus,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard3f5a19eddc236f5b4e676f862538c60,0.5247841993021397,0.37751794,0.0712975171514499,135,138
87,opcionempleo::319441,opcionempleo,Senior Python Developer,Accusys Technology,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar319441c9109b1f5e9e6dc8846b2e09be,0.5244528825689602,0.42731977,0.0325582513040392,51,707
88,opcionempleo::4919297730483,opcionempleo,BI Data Analyst Junior (Permanente) (Quilmes),Manpower,Data Analyst,"Quilmes, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar21e4919297730483ee924b52be2b36c9,0.5244218227516527,0.3518083,0.090964927306869,251,60
89,opcionempleo::72936249,opcionempleo,Desarrollador Ssr,GRUPO MULTI,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb761b4f55b8c7a72936249a1e75fb73e,0.5241559999517261,0.4281252,0.0317506669554404,49,730
90,opcionempleo::jobadar649b54a3a39a57f375fabd2471c0c00d,opcionempleo,Tech Lead especializado en Data & AI (Argentina / Remoto),We Are TIMS,NLP Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar649b54a3a39a57f375fabd2471c0c00d,0.5215370804814088,0.40420678,0.0486306055100736,78,435
91,linkedin::4462151867,linkedin,Fullstack JavaScript Developer - Latin America - Remote,Azumo,Desarrollador Full Stack,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4462151867,0.5201209793049977,0.44443965,0.0166214315948368,34,1005
92,linkedin::4453465914,linkedin,Ssr. - Consultor de Datos,PwC Argentina,Data Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4453465914,0.5200582613247547,0.3113349,0.1195704574928682,425,23
93,linkedin::4450800765,linkedin,Líder de Business Intelligence,Xubio,Data Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4450800765,0.5188913649218524,0.4136266,0.0396988937161858,63,605
